index,title,url,site,category,language,course_type,subcategory,intro,duration_seconds,rating
127,Drug Development Product Management Specialization,https://www.coursera.org/specializations/drug-development-product-management,Coursera,health,English,Specialization,health,"Drugs: From Target Discovery to Patients. Familiarize yourself with the process of drug discovery, drug development and drug commercialization, in this new specialization from University of California, San Diego!",432000,4.7
128,Excel Skills for Data Analytics and Visualization Specialization,https://www.coursera.org/specializations/excel-data-analytics-visualization,Coursera,business,English,Specialization,business,"Unleash the Power of Excel to Analyse Your Data. Import, visualize, and analyze huge and complex datasets using modern Excel tools.",576000,4.8
129,"Food Sustainability, Mindful Eating, and Healthy Cooking Specialization",https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,Coursera,health,English,Specialization,health,"Make Mindful, Sustainable Food Choices & Cook . Learn strategies and skills for protecting your health and the health of the planet.",432000,4.8
130,Web Design for Everybody: Basics of Web Development & Coding Specialization,https://www.coursera.org/specializations/web-design,Coursera,computer science,English,Specialization,software development,"Learn to Design and Create Websites. Build a responsive and accessible web portfolio using HTML5, CSS3, and JavaScript",864000,4.8
131,Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,Coursera,computer science,English,Specialization,software development,Launch your career in cloud computing. Prepare for the Microsoft AZ-900 certification exam.,720000,4.6
132,Business Value and Project Management Specialization,https://www.coursera.org/specializations/business-value-project-management,Coursera,business,English,Specialization,leadership and management,"Coursework to build great organizational leaders.. Learners will be able to form a more wholistic perspective on business fundamentals and better manage organizational development, change, and projects.",864000,4.8
133,Clinical Trials Operations Specialization,https://www.coursera.org/specializations/clinical-trials-operations,Coursera,health,English,Specialization,health,Design and Conduct Successful Clinical Trials. Build skills for conducting successful and impactful clinical trials.,576000,4.8
134,Investment Management with Python and Machine Learning Specialization,https://www.coursera.org/specializations/investment-management-python-machine-learning,Coursera,business,English,Specialization,finance,,720000,4.5
135,Data Analysis with R Specialization,https://www.coursera.org/specializations/statistics,Coursera,data science,English,Specialization,data analysis,"Master Data Analysis with R. Statistical mastery of data analysis including basic data visualization, statistical testing and inference, and linear modeling",720000,4.7
136,Excel to MySQL: Analytic Techniques for Business Specialization,https://www.coursera.org/specializations/excel-mysql,Coursera,business,English,Specialization,business,Turn Data Into Value. Drive business process change by identifying & analyzing key metrics in 4 industry-relevant courses.,1008000,4.6
137,Bayesian Statistics Specialization,https://www.coursera.org/specializations/bayesian-statistics,Coursera,data science,English,Specialization,statistics,Bayesian Statistics for Modeling and Prediction. Learn the foundations and practice your data analysis skills.,864000,4.7
138,Data Science Foundations: Data Structures and Algorithms Specialization,https://www.coursera.org/specializations/boulder-data-structures-algorithms,Coursera,computer science,English,Specialization,computer science,,432000,4.7
139,Biostatistics in Public Health  Specialization,https://www.coursera.org/specializations/biostatistics-public-health,Coursera,health,English,Specialization,health,"Build Statistical Skills for Biological Sciences. Master the tools and methods you need to analyze, interpret, and communicate biostatistical data.",576000,4.8
140,Algorithms for Battery Management Systems Specialization,https://www.coursera.org/specializations/algorithms-for-battery-management-systems,Coursera,physical science and engineering,English,Specialization,engineering,"Get Started in Algorithms for Battery Management. Learn how to model lithium-ion battery cells, and how to use those models to manage battery packs",1152000,4.8
141,"Effective Communication: Writing, Design, and Presentation Specialization",https://www.coursera.org/specializations/effective-business-communication,Coursera,business,English,Specialization,business,"Build Communication Skill for Professional Success. Master business writing, graphic design, and business presentation skills ",720000,4.8
142,Financial Management Specialization,https://www.coursera.org/specializations/financial-management,Coursera,business,English,Specialization,finance,Become a Strategic Financial Manager . Develop an integrated financial management framework.,1152000,4.7
143,Game Design: Art and Concepts Specialization,https://www.coursera.org/specializations/game-design,Coursera,arts and humanities,English,Specialization,arts,Create Imaginative Games. Design a video game for independent distribution in just four courses.,864000,4.7
144,Neuroscience and Neuroimaging Specialization,https://www.coursera.org/specializations/computational-neuroscience,Coursera,data science,English,Specialization,data analysis,"Familiarize yourself with fundamental concepts in neuroscience, like Functional Magnetic Resonance Imaging (fMRI), neurohacking (in R), and neuroimaging.",576000,4.7
